Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
C_CND_019491,45212,Menachem,Female,640000,U-Haul CO,Dodge,Caravan,DoubleÃ‚Â Overhead Camshaft,Auto,Black,23001,78758-7841,Hardtop,8890141,Austin
C_CND_019492,45212,Abby,Male,655000,Gartner Buick Hyundai Saab,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41000,38701-8047,Hardtop,6035776,Greenville
C_CND_019493,45212,Alvin,Male,1090000,New Castle Ford Lincoln Mercury,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,60504-7114,Hardtop,8323038,Aurora
C_CND_019494,45212,Thomas,Female,572000,U-Haul CO,Nissan,Quest,Overhead Camshaft,Manual,Black,19000,78758-7841,SUV,6318025,Austin
C_CND_019495,45212,Andres,Male,13500,Rabun Used Car Sales,Volkswagen,Golf,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18000,85257-3102,Hardtop,7246812,Austin
C_CND_019496,45212,Tomas,Male,480000,C & M Motors Inc,Oldsmobile,Silhouette,DoubleÃ‚Â Overhead Camshaft,Auto,Red,12000,60504-7114,Sedan,7287960,Aurora
C_CND_019497,45212,Travis,Female,991000,Capitol KIA,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Hatchback,6383703,Greenville
C_CND_019498,45212,Tristan,Female,1242000,Chrysler of Tri-Cities,Dodge,Durango,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,10200,99301-3882,SUV,6056215,Pasco
C_CND_019499,45212,Tyler,Female,665000,Chrysler Plymouth,Lincoln,Continental,Overhead Camshaft,Manual,Black,42000,53546-9427,Passenger,7453978,Janesville
C_CND_019500,45212,Uriel,Male,680000,Classic Chevy,Mitsubishi,Diamante,DoubleÃ‚Â Overhead Camshaft,Auto,Black,18000,85257-3102,Hatchback,6835364,Scottsdale
C_CND_019501,45212,Victor,Male,981000,Clay Johnson Auto Sales,Toyota,Celica,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,25000,78758-7841,SUV,7716865,Austin
C_CND_019502,45212,Vincent,Female,1100000,Diehl Motor CO Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,25000,06457-3834,Sedan,7841129,Middletown
C_CND_019503,45212,William,Male,876000,Enterprise Rent A Car,Toyota,Celica,Overhead Camshaft,Manual,Pale White,14000,60504-7114,SUV,6865446,Aurora
C_CND_019504,45212,Wilson,Male,875000,Gartner Buick Hyundai Saab,Chevrolet,Camaro,DoubleÃ‚Â Overhead Camshaft,Auto,Black,41000,38701-8047,Sedan,7367809,Greenville
C_CND_019505,45212,Xavier,Male,13500,Hatfield Volkswagen,Ford,Taurus,Overhead Camshaft,Manual,Red,22000,99301-3882,SUV,8505512,Pasco
C_CND_019506,45212,Yadiel,Female,13500,Iceberg Rentals,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34000,53546-9427,Passenger,6411802,Janesville
C_CND_019507,45212,Andy,Male,900000,Ryder Truck Rental and Leasing,Volkswagen,Beetle,Overhead Camshaft,Manual,Red,21000,06457-3834,Hardtop,8693938,Middletown
C_CND_019508,45212,Yair,Male,802000,Motor Vehicle Branch Office,Mercury,Cougar,DoubleÃ‚Â Overhead Camshaft,Auto,Black,33000,78758-7841,Hatchback,7918061,Austin
C_CND_019509,45212,Yandel,Male,995000,Nebo Chevrolet,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42000,06457-3834,Passenger,7523346,Middletown
C_CND_019510,45212,Angelo,Male,340000,Scrivener Performance Engineering,Chevrolet,Prizm,DoubleÃ‚Â Overhead Camshaft,Auto,Black,33000,38701-8047,Hardtop,7454121,Greenville
C_CND_019511,45212,Yariel,Male,881500,Pars Auto Sales,Audi,A6,Overhead Camshaft,Manual,Pale White,13501,38701-8047,SUV,6584352,Greenville
C_CND_019512,45212,Emile,Female,1110000,Rabun Used Car Sales,Honda,Civic,Overhead Camshaft,Manual,Black,43000,85257-3102,Hatchback,8975885,Greenville
C_CND_019513,45212,Sidonie,Male,667000,Progressive Shippers Cooperative Association No,BMW,528i,Overhead Camshaft,Manual,Red,25000,53546-9427,SUV,7811205,Pasco
C_CND_019514,45212,Ombeline,Male,485000,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÃ‚Â Overhead Camshaft,Auto,Red,12000,85257-3102,Sedan,7628350,Janesville
C_CND_019515,45212,Leonie,Male,647000,Race Car Help,Lexus,LS400,DoubleÃ‚Â Overhead Camshaft,Auto,Black,39000,78758-7841,Sedan,7362800,Scottsdale
C_CND_019516,45212,Myriam,Male,13500,Ryder Truck Rental and Leasing,Cadillac,Eldorado,DoubleÃ‚Â Overhead Camshaft,Auto,Black,60000,06457-3834,Passenger,7095271,Austin
C_CND_019517,45212,Charlotte,Male,1020000,Saab-Belle Dodge,Toyota,RAV4,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,27000,60504-7114,Hatchback,6064877,Middletown
C_CND_019518,45212,Gabriel,Male,13500,Scrivener Performance Engineering,Mercury,Villager,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,36000,38701-8047,Passenger,8242224,Aurora
C_CND_019519,45212,Romain,Male,975000,Star Enterprises Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Passenger,8977422,Greenville
C_CND_019520,45212,Jeremy,Male,1065800,Suburban Ford,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17580,53546-9427,Passenger,7243511,Pasco
C_CND_019521,45212,Antonin,Male,935000,Tri-State Mack Inc,Mitsubishi,3000GT,DoubleÃ‚Â Overhead Camshaft,Auto,Black,39000,85257-3102,Sedan,8791386,Janesville
C_CND_019522,45212,Armano,Male,1015000,U-Haul CO,BMW,528i,DoubleÃ‚Â Overhead Camshaft,Auto,Black,31500,78758-7841,SUV,7908102,Scottsdale
C_CND_019523,45212,Anna,Female,1412000,McKinney Dodge Chrysler Jeep,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,22201,85257-3102,Hardtop,7038642,Austin
C_CND_019524,45212,Bastien,Male,920000,C & M Motors Inc,Chrysler,300M,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,22000,60504-7114,SUV,8944166,Middletown
C_CND_019525,45212,Theo,Male,1035000,Capitol KIA,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,27500,38701-8047,Hatchback,8020525,Aurora
C_CND_019526,45212,Mateo,Male,806000,Chrysler of Tri-Cities,Volkswagen,Passat,DoubleÃ‚Â Overhead Camshaft,Auto,Red,13000,99301-3882,Hatchback,6278303,Greenville
C_CND_019527,45212,Armano,Male,458000,Chrysler Plymouth,Cadillac,Eldorado,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,17000,53546-9427,Passenger,7708128,Pasco
C_CND_019528,45212,Adam,Male,935000,Progressive Shippers Cooperative Association No,Cadillac,Seville,Overhead Camshaft,Manual,Black,44001,53546-9427,Hardtop,8955590,Greenville
C_CND_019529,45212,Mathilde,Male,439500,Clay Johnson Auto Sales,Volvo,S40,Overhead Camshaft,Manual,Black,36500,78758-7841,Sedan,7296682,Scottsdale
C_CND_019530,45212,Djoumana,Female,13500,Diehl Motor CO Inc,Lincoln,Navigator,DoubleÃ‚Â Overhead Camshaft,Auto,Black,19000,06457-3834,Sedan,7730634,Austin
C_CND_019531,45213,Antoine,Female,958000,Tri-State Mack Inc,Ford,Taurus,Overhead Camshaft,Manual,Red,22001,85257-3102,SUV,8485744,Scottsdale
C_CND_019532,45213,Malorie,Female,740000,U-Haul CO,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34001,78758-7841,Passenger,7197264,Austin
C_CND_019533,45213,Martin,Male,831000,Capitol KIA,Volvo,S70,DoubleÃ‚Â Overhead Camshaft,Auto,Black,26000,38701-8047,Hardtop,6848538,Greenville
C_CND_019534,45213,Julie,Female,990000,Rabun Used Car Sales,Mercury,Cougar,DoubleÃ‚Â Overhead Camshaft,Auto,Black,33001,85257-3102,Hatchback,7597114,Scottsdale
C_CND_019535,45213,Evan,Female,13500,Race Car Help,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42001,78758-7841,Passenger,6154367,Austin
C_CND_019536,45213,Stephen,Male,397000,Rabun Used Car Sales,Volkswagen,Beetle,DoubleÃ‚Â Overhead Camshaft,Auto,Red,45000,85257-3102,Hardtop,8959574,Austin
C_CND_019537,45213,Benjamin,Female,13500,Saab-Belle Dodge,Audi,A6,Overhead Camshaft,Manual,Pale White,13001,60504-7114,SUV,6479729,Aurora
C_CND_019538,45213,Antoine,Female,750000,Scrivener Performance Engineering,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85001,38701-8047,Passenger,8473434,Greenville
C_CND_019539,45213,Quentin,Female,13500,Star Enterprises Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43001,99301-3882,Sedan,7186065,Pasco
C_CND_019540,45213,Jimmy,Female,1050000,Suburban Ford,Buick,Regal,Overhead Camshaft,Manual,Red,43001,53546-9427,Passenger,7860049,Janesville
C_CND_019541,45213,Marlon,Male,1035000,Star Enterprises Inc,Lexus,ES300,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,27500,99301-3882,Hardtop,6199998,Middletown
C_CND_019542,45213,Mathew,Female,13500,Rabun Used Car Sales,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,85257-3102,Hardtop,6677788,Austin
C_CND_019543,45213,Matias,Female,1425000,Race Car Help,Volkswagen,Beetle,DoubleÃ‚Â Overhead Camshaft,Auto,Red,45500,78758-7841,Hardtop,8119617,Austin
C_CND_019544,45213,Nehemiah,Male,652500,Saab-Belle Dodge,Audi,A8,Overhead Camshaft,Manual,Black,44501,60504-7114,Passenger,7957756,Aurora
C_CND_019545,45213,Nicholas,Male,1300000,Scrivener Performance Engineering,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,38701-8047,Hatchback,8497455,Greenville
C_CND_019546,45213,Noah,Male,925000,Star Enterprises Inc,Audi,A6,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,42000,99301-3882,SUV,6442685,Pasco
C_CND_019547,45213,Noel,Male,730000,Suburban Ford,Volvo,C70,DoubleÃ‚Â Overhead Camshaft,Auto,Black,12000,53546-9427,Hatchback,6451122,Janesville
C_CND_019548,45213,Nolan,Male,520000,Tri-State Mack Inc,Dodge,Ram Wagon,DoubleÃ‚Â Overhead Camshaft,Auto,Black,22000,85257-3102,Passenger,6427777,Scottsdale
C_CND_019549,45213,Omar,Male,1300000,U-Haul CO,Volvo,C70,Overhead Camshaft,Manual,Black,36001,78758-7841,Hatchback,7695017,Austin
C_CND_019550,45213,Oumar,Male,13500,Progressive Shippers Cooperative Association No,Ford,Explorer,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,42000,53546-9427,Hatchback,8199863,Janesville
C_CND_019551,45213,Travis,Male,1312000,Star Enterprises Inc,Buick,Park Avenue,DoubleÃ‚Â Overhead Camshaft,Auto,Red,12200,99301-3882,Hatchback,6975271,Pasco
C_CND_019552,45213,Tristan,Male,960000,Suburban Ford,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,53546-9427,Sedan,8096172,Janesville
C_CND_019553,45213,Tyler,Male,935000,Tri-State Mack Inc,Volvo,S40,Overhead Camshaft,Manual,Red,22000,85257-3102,Sedan,7824616,Scottsdale
C_CND_019554,45213,William,Male,810000,U-Haul CO,Chrysler,Sebring Coupe,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46000,78758-7841,Sedan,6123258,Austin
C_CND_019555,45213,Wyatt,Male,1200000,Progressive Shippers Cooperative Association No,Volvo,V70,DoubleÃ‚Â Overhead Camshaft,Auto,Black,39000,53546-9427,Passenger,7532165,Janesville
C_CND_019556,45213,Mason,Female,872000,Classic Chevy,Honda,Passport,DoubleÃ‚Â Overhead Camshaft,Auto,Black,26000,85257-3102,Hardtop,6203897,Austin
C_CND_019557,45213,Zachary,Male,944000,Race Car Help,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,78758-7841,SUV,8472653,Austin
C_CND_019558,45213,Zahir,Male,510000,Ryder Truck Rental and Leasing,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,06457-3834,Passenger,7092724,Middletown
C_CND_019559,45213,Zaiden,Male,325000,Saab-Belle Dodge,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,60504-7114,Passenger,8980849,Aurora
C_CND_019560,45213,Zaire,Male,800000,Scrivener Performance Engineering,Chevrolet,Monte Carlo,DoubleÃ‚Â Overhead Camshaft,Auto,Red,21000,38701-8047,Hatchback,6864559,Greenville
C_CND_019561,45213,Yerik,Female,1380000,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85001,99301-3882,Passenger,7751798,Pasco
C_CND_019562,45213,Zachary,Female,1346000,Progressive Shippers Cooperative Association No,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43601,53546-9427,Sedan,7942568,Janesville
C_CND_019563,45213,Zion,Female,980000,Rabun Used Car Sales,Buick,Regal,Overhead Camshaft,Manual,Red,43001,85257-3102,Passenger,8981607,Scottsdale
C_CND_019564,45213,Aaron,Male,900000,Race Car Help,Audi,A6,Overhead Camshaft,Manual,Black,25001,78758-7841,SUV,6186759,Austin
C_CND_019565,45213,Austin,Male,420000,Race Car Help,Toyota,Tacoma,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,53000,78758-7841,Hardtop,8494888,Austin
C_CND_019566,45213,Adam,Male,580000,Saab-Belle Dodge,Acura,RL,DoubleÃ‚Â Overhead Camshaft,Auto,Black,24001,60504-7114,SUV,6891498,Aurora
C_CND_019567,45213,Ayden,Male,1253000,Scrivener Performance Engineering,Volvo,S70,Overhead Camshaft,Manual,Red,21300,38701-8047,Hardtop,6057295,Greenville
C_CND_019568,45213,Aharon,Female,665000,Star Enterprises Inc,Buick,Regal,DoubleÃ‚Â Overhead Camshaft,Auto,Black,19001,99301-3882,Passenger,8153915,Pasco
C_CND_019569,45213,Ahmed,Female,13500,Suburban Ford,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37001,53546-9427,SUV,6880929,Janesville
C_CND_019570,45213,Ahron,Male,937500,Tri-State Mack Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17501,85257-3102,Passenger,7289483,Scottsdale
C_CND_019571,45213,Reene,Male,550000,Enterprise Rent A Car,Nissan,Frontier,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,18000,60504-7114,Hatchback,8807368,Middletown
C_CND_019572,45213,Ehden,Female,13500,Gartner Buick Hyundai Saab,Ford,Contour,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,62000,38701-8047,Sedan,6604579,Aurora
C_CND_019573,45213,Jonas,Female,240000,Hatfield Volkswagen,Mercedes-B,S-Class,DoubleÃ‚Â Overhead Camshaft,Auto,Black,39000,99301-3882,SUV,7953763,Greenville
C_CND_019574,45213,Clarisse,Female,13500,Rabun Used Car Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,57001,85257-3102,Hardtop,6126479,Pasco
C_CND_019575,45213,Nathan,Female,569500,McKinney Dodge Chrysler Jeep,Chevrolet,Corvette,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46500,85257-3102,SUV,6601116,Janesville
C_CND_019576,45213,Corentin,Male,1654000,Motor Vehicle Branch Office,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22400,78758-7841,Hatchback,8483738,Scottsdale
C_CND_019577,45213,Arthur,Male,13500,Race Car Help,Ford,Focus,Overhead Camshaft,Manual,Black,49001,78758-7841,Hardtop,8416954,Janesville
C_CND_019578,45213,Etienne,Male,13500,New Castle Ford Lincoln Mercury,Plymouth,Prowler,DoubleÃ‚Â Overhead Camshaft,Auto,Red,15000,60504-7114,Hatchback,6591237,Middletown
C_CND_019579,45213,Maore,Male,1560000,Pars Auto Sales,Toyota,Camry,DoubleÃ‚Â Overhead Camshaft,Auto,Red,31000,38701-8047,Hatchback,8374853,Aurora
C_CND_019580,45213,Vincent,Male,1760000,Pitre Buick-Pontiac-Gmc of Scottsdale,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,99301-3882,Hatchback,6074004,Greenville
C_CND_019581,45214,Mathys,Female,1445000,Tri-State Mack Inc,Audi,A6,Overhead Camshaft,Manual,Black,25501,85257-3102,SUV,6460743,Scottsdale
C_CND_019582,45214,Lara,Male,920000,Tri-State Mack Inc,Subaru,Forester,DoubleÃ‚Â Overhead Camshaft,Auto,Black,22000,85257-3102,Hardtop,7714388,Austin
C_CND_019583,45214,Hugo,Female,890000,Buddy Storbeck's Diesel Service Inc,Acura,RL,DoubleÃ‚Â Overhead Camshaft,Auto,Black,24001,06457-3834,SUV,8718863,Middletown
C_CND_019584,45214,Maya,Male,485000,Saab-Belle Dodge,Volkswagen,Beetle,DoubleÃ‚Â Overhead Camshaft,Auto,Red,45001,60504-7114,Hardtop,7581595,Aurora
C_CND_019585,45214,Alexis,Female,870000,Capitol KIA,Buick,Regal,DoubleÃ‚Â Overhead Camshaft,Auto,Black,19001,38701-8047,Passenger,8891801,Greenville
C_CND_019586,45214,Sacha,Female,13500,Chrysler of Tri-Cities,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Red,37001,99301-3882,SUV,6443526,Pasco
C_CND_019587,45214,Antonin,Female,830000,Chrysler Plymouth,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17001,53546-9427,Passenger,6642163,Janesville
C_CND_019588,45214,Charles,Female,13500,Classic Chevy,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29001,85257-3102,Hatchback,7864486,Scottsdale
C_CND_019589,45214,Adele,Female,1240000,Clay Johnson Auto Sales,Lexus,LS400,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46001,78758-7841,Sedan,6461017,Austin
C_CND_019590,45214,Clothilde,Female,1170000,Diehl Motor CO Inc,Toyota,Sienna,Overhead Camshaft,Manual,Black,27001,06457-3834,Passenger,8018723,Middletown
C_CND_019591,45214,Julie,Female,13500,Enterprise Rent A Car,Jeep,Wrangler,DoubleÃ‚Â Overhead Camshaft,Auto,Red,19001,60504-7114,Hatchback,6652265,Aurora
C_CND_019592,45214,Jade,Female,621000,Gartner Buick Hyundai Saab,Porsche,Boxter,Overhead Camshaft,Manual,Red,24001,38701-8047,SUV,6465483,Greenville
C_CND_019593,45214,Jeremy,Female,13500,Hatfield Volkswagen,Mercedes-B,SLK,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46001,99301-3882,Passenger,6629521,Pasco
C_CND_019594,45214,Ousmane,Male,810000,Rabun Used Car Sales,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16000,85257-3102,Hatchback,7310167,Scottsdale
C_CND_019595,45214,Owen,Female,638500,Race Car Help,Subaru,Outback,Overhead Camshaft,Manual,Red,49500,78758-7841,SUV,6046377,Austin
C_CND_019596,45214,Patrick,Male,13500,Ryder Truck Rental and Leasing,Honda,Accord,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,19000,06457-3834,Sedan,6110977,Middletown
C_CND_019597,45214,Paul,Male,970000,Saab-Belle Dodge,BMW,328i,DoubleÃ‚Â Overhead Camshaft,Auto,Black,16000,60504-7114,Sedan,6856461,Aurora
C_CND_019598,45214,Peyton,Female,13500,Scrivener Performance Engineering,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,38701-8047,Sedan,6854391,Greenville
C_CND_019599,45214,Preston,Male,1110000,Star Enterprises Inc,Acura,TL,Overhead Camshaft,Manual,Black,21000,99301-3882,Hatchback,8564868,Pasco
C_CND_019600,45214,Prince,Male,1115000,Suburban Ford,Mitsubishi,Galant,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,42500,53546-9427,Passenger,8037794,Janesville
C_CND_019601,45214,Kayleen,Male,375000,Scrivener Performance Engineering,Infiniti,I30,DoubleÃ‚Â Overhead Camshaft,Auto,Red,15000,38701-8047,Hardtop,6350159,Middletown
C_CND_019602,45214,Riley,Male,670000,U-Haul CO,Ford,Escort,DoubleÃ‚Â Overhead Camshaft,Auto,Red,15000,78758-7841,Passenger,7039776,Austin
C_CND_019603,45214,Robert,Male,13500,Buddy Storbeck's Diesel Service Inc,Acura,RL,Overhead Camshaft,Manual,Red,31000,06457-3834,SUV,7767953,Middletown
C_CND_019604,45214,Kylie,Male,475000,Classic Chevy,Toyota,Tacoma,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,53000,85257-3102,Hardtop,6076278,Pasco
C_CND_019605,45214,Samir,Male,687000,Capitol KIA,Mercury,Grand Marquis,DoubleÃ‚Â Overhead Camshaft,Auto,Black,9000,38701-8047,SUV,8103958,Greenville
C_CND_019606,45214,Samuel,Male,333000,Chrysler of Tri-Cities,BMW,323i,DoubleÃ‚Â Overhead Camshaft,Auto,Red,15000,99301-3882,Hatchback,7441379,Pasco
C_CND_019607,45214,Mekhi,Female,1560000,Enterprise Rent A Car,Mercury,Mountaineer,Overhead Camshaft,Manual,Red,21000,60504-7114,Hardtop,6882230,Aurora
C_CND_019608,45214,Zane,Male,500000,Suburban Ford,Chrysler,LHS,Overhead Camshaft,Manual,Black,51000,53546-9427,Hatchback,6500202,Janesville
C_CND_019609,45214,Zayden,Male,1405000,Tri-State Mack Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29500,85257-3102,Passenger,6601450,Scottsdale
C_CND_019610,45214,Zion,Male,1343000,U-Haul CO,Chevrolet,Monte Carlo,Overhead Camshaft,Manual,Red,17300,78758-7841,Hatchback,8701283,Austin
C_CND_019611,45214,Aaron,Male,680000,Buddy Storbeck's Diesel Service Inc,Saturn,SL,DoubleÃ‚Â Overhead Camshaft,Auto,Red,22000,06457-3834,SUV,6660269,Middletown
C_CND_019612,45214,Messiah,Male,810000,Gartner Buick Hyundai Saab,Honda,Passport,Overhead Camshaft,Manual,Pale White,27000,38701-8047,Hardtop,7890248,Greenville
C_CND_019613,45214,Abraham,Male,420000,Capitol KIA,Saturn,LW,Overhead Camshaft,Manual,Red,49000,38701-8047,Hatchback,8262967,Greenville
C_CND_019614,45214,Adam,Male,1300000,Chrysler of Tri-Cities,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,99301-3882,Passenger,8087082,Pasco
C_CND_019615,45214,Adan,Male,995000,Chrysler Plymouth,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,53546-9427,Passenger,7747019,Janesville
C_CND_019616,45214,Adonis,Male,1750000,Classic Chevy,Volkswagen,Cabrio,DoubleÃ‚Â Overhead Camshaft,Auto,Black,16000,85257-3102,Sedan,7090158,Scottsdale
C_CND_019617,45214,Adrian,Male,13500,Clay Johnson Auto Sales,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,78758-7841,Hatchback,6577693,Austin
C_CND_019618,45214,Adriel,Male,1822000,Diehl Motor CO Inc,BMW,528i,Overhead Camshaft,Manual,Black,21200,06457-3834,SUV,7881007,Middletown
C_CND_019619,45214,Aidan,Male,280000,Enterprise Rent A Car,Saab,45903,DoubleÃ‚Â Overhead Camshaft,Auto,Red,69000,60504-7114,Sedan,6354700,Aurora
C_CND_019620,45214,Aidan,Male,1080000,U-Haul CO,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29001,78758-7841,Hatchback,8028623,Austin
C_CND_019621,45214,Aiden,Male,1000000,Progressive Shippers Cooperative Association No,Lexus,LS400,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46001,53546-9427,Sedan,8836195,Janesville
C_CND_019622,45214,Akiva,Female,800000,Rabun Used Car Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,27001,85257-3102,Passenger,6252332,Scottsdale
C_CND_019623,45214,Alan,Female,615000,Race Car Help,Jeep,Wrangler,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,19001,78758-7841,Hatchback,8970194,Austin
C_CND_019624,45214,Albert,Male,13500,Ryder Truck Rental and Leasing,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24000,06457-3834,SUV,8149070,Middletown
C_CND_019625,45214,Alec,Male,1235000,Saab-Belle Dodge,Mercedes-B,SLK,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,46501,60504-7114,Passenger,7195722,Aurora
C_CND_019626,45214,Alex,Male,801347,Scrivener Performance Engineering,Mercury,Sable,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,39340,38701-8047,Sedan,6619590,Greenville
C_CND_019627,45214,Alexander,Female,765000,Star Enterprises Inc,Acura,TL,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,24000,99301-3882,Hatchback,6060017,Pasco
C_CND_019628,45214,Ali,Female,710000,Suburban Ford,Volvo,C70,Overhead Camshaft,Manual,Black,36000,53546-9427,Hatchback,6636720,Janesville
C_CND_019629,45214,Allen,Male,921000,Tri-State Mack Inc,Mercedes-B,S-Class,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,10000,85257-3102,SUV,8423054,Scottsdale
C_CND_019630,45214,Caleb,Male,665000,Diehl Motor CO Inc,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,06457-3834,Hardtop,7379592,Middletown
C_CND_019631,45214,Amrom,Male,752500,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Intrigue,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,45500,06457-3834,SUV,8965282,Middletown
C_CND_019632,45214,Andrew,Female,13500,C & M Motors Inc,Dodge,Dakota,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,21000,60504-7114,Sedan,6967104,Aurora
C_CND_019633,45214,Romain,Female,1235000,Progressive Shippers Cooperative Association No,Ford,Crown Victoria,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,29500,53546-9427,Passenger,7015737,Pasco
C_CND_019634,45214,Axel,Male,13500,Rabun Used Car Sales,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17000,85257-3102,Hatchback,8220312,Janesville
C_CND_019635,45214,Louis,Male,13500,Tri-State Mack Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16001,85257-3102,Hardtop,8892447,Pasco
C_CND_019636,45214,Roxane,Female,13500,Ryder Truck Rental and Leasing,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,06457-3834,SUV,6841561,Austin
C_CND_019637,45214,Margaux,Male,1120000,Progressive Shippers Cooperative Association No,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25001,53546-9427,Hardtop,7414956,Austin
C_CND_019638,45214,Naomie,Female,782000,Scrivener Performance Engineering,Toyota,Corolla,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,41000,38701-8047,Passenger,7995588,Scottsdale
C_CND_019639,45214,Emma,Female,669000,Star Enterprises Inc,Honda,CR-V,DoubleÃ‚Â Overhead Camshaft,Auto,Pale White,12000,99301-3882,SUV,7153599,Austin
C_CND_019640,45214,Satine,Male,457000,Suburban Ford,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,53546-9427,Passenger,6146107,Middletown
C_CND_019641,45214,Romane,Male,1693000,Star Enterprises Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,25301,99301-3882,Hardtop,7935686,Janesville
C_CND_019642,45214,Maxance,Female,13500,Tri-State Mack Inc,Nissan,Pathfinder,Overhead Camshaft,Manual,Black,22001,85257-3102,Hardtop,7315123,Austin
C_CND_019643,45214,Leo,Male,945000,Progressive Shippers Cooperative Association No,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71000,53546-9427,Hatchback,7278969,Pasco
